season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,count
3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0,93
3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0,500
3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,23
1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,78
2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,186
3,0,8,10,0,3,1,3,0.74,0.6818,0.58,0.0896,68
3,1,6,20,0,2,1,1,0.7,0.6364,0.3,0.2836,505
2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,134
4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,215
2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,15
2,0,4,2,0,3,1,3,0.4,0.4091,1,0.2985,2
2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,5
4,0,9,20,0,5,1,1,0.6,0.5152,0.94,0,179
3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,145
1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,155
2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,539
2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,33
2,1,5,10,0,4,1,2,0.52,0.5,0.77,0,168
2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,129
3,1,9,2,0,1,1,1,0.52,0.5,0.72,0,13
2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,28
2,1,5,16,0,2,1,1,0.74,0.6667,0.45,0.194,354
2,1,5,5,0,4,1,2,0.46,0.4545,0.88,0.2537,21
1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,204
2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,127
1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,179
1,0,3,19,0,4,1,3,0.44,0.4394,0,0.5821,56
2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,35
3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,24
3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,416
1,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,203
4,0,10,6,0,6,0,1,0.42,0.4242,0.94,0,22
4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,316
4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642,471
1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,97
4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,107
4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,104
4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0,2
4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,101
2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,3
2,1,4,5,0,5,1,1,0.42,0.4242,0.44,0.3582,19
1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,129
1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,87
1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,499
3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0,615
3,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,820
3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,482
3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0,148
2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,267
2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,502
3,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,249
2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,16
2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,81
2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,306
4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0,634
4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,198
3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,48
2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,140
4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,7
2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,162
4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,451
1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,130
1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,144
2,0,5,16,0,5,1,2,0.6,0.6212,0.53,0.1642,330
2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,8
2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,177
3,0,9,15,0,3,1,3,0.62,0.5455,0.94,0.1045,58
2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0,125
1,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,288
2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,59
2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,86
1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,49
2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,73
2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,144
4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,5
2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0,592
3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,189
3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985,309
4,1,12,0,0,1,1,3,0.36,0.3636,1,0.0896,20
1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0,19
1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83
2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,290
1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,98
2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,658
3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,351
2,1,6,5,0,3,1,1,0.6,0.5606,0.83,0.194,40
4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,353
1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,15
4,1,10,8,0,3,1,2,0.52,0.5,0.83,0.1045,801
3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0,4
1,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,103
4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,213
4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0,161
1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,49
4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,143
2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,273
3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0,387
2,1,5,9,0,1,1,2,0.5,0.4848,0.82,0.2239,350
1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,29
1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0,90
3,1,7,23,0,0,0,1,0.7,0.6515,0.7,0,100
1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,216
4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,31
3,1,9,19,0,3,1,1,0.56,0.5303,0.43,0.2239,611
3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,191
3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,101
3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,17
2,1,5,0,0,4,1,3,0.5,0.4848,0.77,0.1642,33
3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,348
3,0,7,4,0,0,0,1,0.72,0.6818,0.7,0,13
3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,156
4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343,9
4,0,9,6,0,5,1,2,0.62,0.5455,0.94,0.0896,104
2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,247
2,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,83
2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,6
3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,133
1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,168
3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,276
1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,133
4,0,10,11,0,0,0,1,0.36,0.3485,0.53,0.2239,240
4,1,10,13,0,0,0,1,0.64,0.6212,0.41,0.4478,619
2,0,5,12,0,2,1,2,0.68,0.6364,0.61,0.4925,217
2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,145
1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,260
1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,190
1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,74
4,0,11,5,1,5,0,1,0.3,0.2879,0.49,0.2537,13
2,0,4,5,0,6,0,3,0.34,0.3636,1,0,7
1,0,12,4,0,3,1,2,0.36,0.3788,0.71,0,2
1,1,12,23,0,4,1,2,0.24,0.2273,0.6,0.2537,26
3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,25
2,1,5,3,0,5,1,1,0.56,0.5303,0.88,0.2239,14
3,1,7,23,0,2,1,2,0.66,0.6061,0.83,0.1642,147
1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,134
3,0,7,12,0,4,1,1,0.74,0.6515,0.35,0.2537,223
3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.194,161
3,0,7,18,0,6,0,1,0.76,0.6818,0.45,0.2836,428
4,0,11,21,0,1,1,1,0.38,0.3939,0.82,0.1045,139
1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,235
3,0,9,1,1,1,0,2,0.68,0.6364,0.79,0.1045,54
2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,10
1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,322
4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0,20
4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0,3
1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,184
4,1,10,18,0,0,0,1,0.52,0.5,0.39,0.194,413
2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,6
2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,470
1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,310
3,0,7,4,0,3,1,1,0.74,0.6818,0.58,0.2537,5
3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,398
2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,57
3,0,9,13,0,2,1,1,0.74,0.6667,0.51,0.2836,184
4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,222
1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,20
4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239,117
2,1,4,7,0,4,1,3,0.46,0.4545,0.82,0.3582,225
2,0,5,22,0,4,1,3,0.5,0.4848,0.82,0.2985,79
3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,26
3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,504
3,1,9,5,0,4,1,1,0.52,0.5,0.83,0,57
4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0,424
2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045,270
3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,500
2,0,5,8,0,3,1,1,0.56,0.5303,0.88,0.2836,453
4,1,12,7,0,2,1,1,0.34,0.303,0.66,0.4179,380
2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,25
3,0,9,21,0,5,1,2,0.5,0.4848,0.63,0,163
4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0,213
3,0,9,4,0,3,1,2,0.54,0.5152,1,0.1343,7
2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,347
4,1,11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,23
1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,143
1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,159
2,0,5,20,0,2,1,1,0.58,0.5455,0.83,0.4179,283
4,1,10,21,0,0,0,1,0.42,0.4242,0.54,0.1642,166
1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,286
3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,260
4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,410
1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,8
3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,376
2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,68
4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,57
4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,163
4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,15
3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0,119
3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,158
4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0,411
1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,82
1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,1
3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,10
4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,382
1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,3
2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188
4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,70
4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,13
1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,56
4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,63
4,0,12,10,0,2,1,2,0.42,0.4242,0.58,0.194,129
3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,375
3,0,9,15,0,1,1,2,0.6,0.6061,0.6,0.2239,187
3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,388
3,1,6,21,0,3,1,1,0.74,0.6515,0.35,0.1343,367
4,0,12,3,0,2,1,2,0.34,0.3636,0.61,0,2
2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,395
2,1,5,15,0,3,1,2,0.72,0.6667,0.48,0.1045,274
4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,146
3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0,260
3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,24
1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,26
2,1,6,17,0,0,0,1,0.7,0.6364,0.34,0.2537,578
3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0,15
1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,4
4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0,204
2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,459
3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,12
2,0,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,66
2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0,100
4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,213
2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,8
3,0,9,22,1,1,0,2,0.6,0.5455,0.88,0.5821,64
3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,138
2,1,5,20,0,1,1,1,0.64,0.6061,0.69,0.1343,336
2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,400
4,0,11,15,0,4,1,1,0.52,0.5,0.52,0.1642,162
1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,182
4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,227
3,1,8,15,0,3,1,2,0.84,0.7576,0.44,0.194,278
1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,52
3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,33
3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,627
3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,374
4,1,12,21,0,3,1,2,0.3,0.2879,0.52,0.2537,202
3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0,170
4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,371
1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,13
2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,93
3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,546
1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,3
1,0,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,174
2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,388
3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0,215
1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,190
1,0,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,7
2,1,5,0,0,2,1,2,0.5,0.4848,0.59,0.194,35
3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,814
4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,230
4,0,11,15,0,0,0,2,0.5,0.4848,0.42,0.3284,310
3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,529
2,0,5,19,0,3,1,1,0.42,0.4242,0.58,0.3582,296
1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,230
1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,138
4,1,12,19,0,1,1,2,0.42,0.4242,0.88,0.1343,340
4,0,11,2,0,0,0,1,0.26,0.303,0.81,0,29
3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,237
1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,51
2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,61
3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,240
4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,70
4,1,10,14,0,6,0,1,0.6,0.6212,0.46,0.2537,750
2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,4
4,0,11,6,0,0,0,1,0.34,0.3333,0.66,0.1343,23
1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,227
3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,37
4,1,11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,12
2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,244
3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,147
1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88
1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,153
2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,7
1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,96
1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,111
4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,7
2,1,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,3
2,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,27
1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,13
1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,306
2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,83
2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,214
4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,8
2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,220
3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,5
1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0,84
3,0,9,8,0,2,1,3,0.54,0.5152,0.83,0.3881,364
2,0,5,13,0,6,0,3,0.52,0.5,1,0.0896,248
2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,81
2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,311
1,0,12,9,0,5,1,1,0.26,0.303,0.75,0,194
2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,205
4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,313
2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,232
4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,594
3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,32
1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,36
2,1,5,10,0,4,1,1,0.5,0.4848,0.51,0.4179,154
1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0,262
2,1,5,7,0,4,1,1,0.54,0.5152,0.73,0.3881,474
1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,1
1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,1
3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,168
2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,169
2,0,4,5,0,6,0,1,0.42,0.4242,0.54,0.3881,7
3,0,9,21,0,5,1,1,0.66,0.5909,0.89,0,203
2,0,5,12,0,1,1,1,0.68,0.6364,0.69,0.3881,204
3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,172
1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0,149
2,1,4,2,0,4,1,2,0.48,0.4697,0.55,0.1045,13
4,1,10,4,0,3,1,2,0.6,0.5,1,0,11
2,1,5,18,0,3,1,3,0.52,0.5,0.77,0.5821,372
3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,18
2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,232
1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,84
1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,521
3,1,9,3,0,5,1,1,0.5,0.4848,0.77,0.0896,12
1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,560
4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,300
4,0,12,15,0,2,1,2,0.44,0.4394,0.54,0,154
1,1,12,7,0,0,0,1,0.16,0.197,0.64,0.0896,19
2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,7
3,1,6,8,0,6,0,1,0.64,0.5758,0.89,0.1642,194
3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,4
1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,167
3,1,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,192
1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,216
1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,25
4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,76
3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,192
4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,2
4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,84
2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0,8
2,0,4,9,0,6,0,3,0.4,0.4091,1,0.2985,29
1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,194
2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,36
3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,4
2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,13
3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0,176
1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,151
1,1,12,2,0,4,1,2,0.24,0.197,0.87,0.4478,2
1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,215
1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,12
4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,8
1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,14
4,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,609
1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0,14
1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,103
1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,149
1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,351
4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,341
2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,136
4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,4
3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,41
2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,100
3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,335
4,1,12,12,0,0,0,2,0.38,0.3939,0.82,0.194,417
4,1,10,22,0,5,1,1,0.5,0.4848,0.77,0.0896,190
3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0,770
4,1,12,16,0,6,0,1,0.4,0.4091,0.5,0.1343,413
2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,295
4,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1343,317
2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0,417
2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,32
1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,44
2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,617
1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,72
2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,475
4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,580
3,0,9,2,0,1,1,1,0.56,0.5303,0.88,0,2
3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,154
4,1,10,4,0,0,0,2,0.44,0.4394,0.54,0.2537,11
1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,77
3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.194,42
3,1,8,4,0,6,0,1,0.72,0.697,0.79,0.194,13
1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,139
1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,81
3,0,7,3,0,4,1,1,0.62,0.6212,0.57,0.2985,6
4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,8
1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,63
4,1,10,14,0,4,1,1,0.6,0.5909,0.73,0.1343,285
2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,154
2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,90
3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0,36
3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,10
4,0,9,10,0,0,0,2,0.64,0.5758,0.83,0,275
1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,7
1,1,12,6,0,5,1,2,0.34,0.2879,0.57,0.5821,80
4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,194
4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,293
4,1,10,8,0,6,0,1,0.46,0.4545,0.67,0.1343,193
4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,43
1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,294
1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,93
4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,230
3,0,9,16,0,6,0,1,0.54,0.5152,0.68,0.2537,305
